Country,Year_Week,Cases,Y_M
Pakistan,2011-25,0,2011-6
Philippines,2011-25,2,2011-6
Qatar,2011-25,0,2011-6
Republic of Korea,2011-25,0,2011-6
Singapore,2011-25,2,2011-6
Sri Lanka,2011-25,8,2011-6
Syrian Arab Republic,2011-25,NA,2011-6
Thailand,2011-25,0,2011-6
Turkey,2011-25,0,2011-6
Viet Nam,2011-25,5,2011-6
Afghanistan,2011-26,0,2011-6
Armenia,2011-26,0,2011-6
Azerbaijan,2011-26,0,2011-6
Bahrain,2011-26,NA,2011-6
Bangladesh,2011-26,1,2011-6
Bhutan,2011-26,0,2011-6
Cambodia,2011-26,6,2011-6
China,2011-26,0,2011-6
Georgia,2011-26,0,2011-6
India,2011-26,3,2011-6
Indonesia,2011-26,1,2011-6
Iran (Islamic Republic of),2011-26,0,2011-6
Iraq,2011-26,0,2011-6
Israel,2011-26,NA,2011-6
Japan,2011-26,0,2011-6
Jordan,2011-26,0,2011-6
Kazakhstan,2011-26,0,2011-6
Kyrgyzstan,2011-26,NA,2011-6
Lao People's Democratic Republic,2011-26,0,2011-6
Malaysia,2011-26,0,2011-6
Mongolia,2011-26,0,2011-6
Nepal,2011-26,NA,2011-6
Oman,2011-26,1,2011-6
Pakistan,2011-26,0,2011-6
Philippines,2011-26,15,2011-6
Qatar,2011-26,NA,2011-6
Republic of Korea,2011-26,0,2011-6
Singapore,2011-26,2,2011-6
Sri Lanka,2011-26,1,2011-6
Syrian Arab Republic,2011-26,NA,2011-6
Thailand,2011-26,1,2011-6
Turkey,2011-26,0,2011-6
Viet Nam,2011-26,4,2011-6
Afghanistan,2011-27,0,2011-7
Armenia,2011-27,0,2011-7
Azerbaijan,2011-27,0,2011-7
Bahrain,2011-27,NA,2011-7
Bangladesh,2011-27,1,2011-7
Bhutan,2011-27,0,2011-7
Cambodia,2011-27,3,2011-7
China,2011-27,5,2011-7
Georgia,2011-27,0,2011-7
India,2011-27,63,2011-7
Indonesia,2011-27,1,2011-7
Iran (Islamic Republic of),2011-27,0,2011-7
Iraq,2011-27,0,2011-7
Israel,2011-27,NA,2011-7
Japan,2011-27,0,2011-7
Jordan,2011-27,0,2011-7
Kazakhstan,2011-27,0,2011-7
Kyrgyzstan,2011-27,NA,2011-7
Lao People's Democratic Republic,2011-27,0,2011-7
Malaysia,2011-27,0,2011-7
Mongolia,2011-27,0,2011-7
Nepal,2011-27,0,2011-7
Oman,2011-27,1,2011-7
Pakistan,2011-27,0,2011-7
Philippines,2011-27,16,2011-7
Qatar,2011-27,0,2011-7
Republic of Korea,2011-27,0,2011-7
Singapore,2011-27,2,2011-7
Sri Lanka,2011-27,7,2011-7
Syrian Arab Republic,2011-27,NA,2011-7
Thailand,2011-27,0,2011-7
Turkey,2011-27,0,2011-7
Viet Nam,2011-27,12,2011-7
Afghanistan,2011-28,NA,2011-7
Armenia,2011-28,0,2011-7
Azerbaijan,2011-28,0,2011-7
Bahrain,2011-28,NA,2011-7
Bangladesh,2011-28,2,2011-7
Bhutan,2011-28,0,2011-7
Cambodia,2011-28,2,2011-7
China,2011-28,5,2011-7
Georgia,2011-28,0,2011-7
India,2011-28,6,2011-7
Indonesia,2011-28,0,2011-7
Iran (Islamic Republic of),2011-28,0,2011-7
Iraq,2011-28,0,2011-7
Israel,2011-28,NA,2011-7
Japan,2011-28,0,2011-7
Jordan,2011-28,0,2011-7
Kazakhstan,2011-28,0,2011-7
Kyrgyzstan,2011-28,NA,2011-7
Lao People's Democratic Republic,2011-28,0,2011-7
Malaysia,2011-28,0,2011-7
Mongolia,2011-28,0,2011-7
Nepal,2011-28,0,2011-7
Oman,2011-28,2,2011-7
Pakistan,2011-28,0,2011-7
Philippines,2011-28,20,2011-7
Qatar,2011-28,0,2011-7
Republic of Korea,2011-28,0,2011-7
Singapore,2011-28,3,2011-7
Sri Lanka,2011-28,5,2011-7
Syrian Arab Republic,2011-28,NA,2011-7
Thailand,2011-28,0,2011-7
Turkey,2011-28,0,2011-7
Viet Nam,2011-28,15,2011-7
Afghanistan,2011-29,NA,2011-7
Armenia,2011-29,0,2011-7
Azerbaijan,2011-29,0,2011-7
Bahrain,2011-29,NA,2011-7
Bangladesh,2011-29,0,2011-7
Bhutan,2011-29,1,2011-7
Cambodia,2011-29,5,2011-7
China,2011-29,3,2011-7
Georgia,2011-29,0,2011-7
India,2011-29,6,2011-7
Indonesia,2011-29,0,2011-7
Iran (Islamic Republic of),2011-29,0,2011-7
Iraq,2011-29,0,2011-7
Israel,2011-29,NA,2011-7
Japan,2011-29,0,2011-7
Jordan,2011-29,0,2011-7
Kazakhstan,2011-29,0,2011-7
Kyrgyzstan,2011-29,NA,2011-7
Lao People's Democratic Republic,2011-29,0,2011-7
Malaysia,2011-29,0,2011-7
Mongolia,2011-29,0,2011-7
Nepal,2011-29,NA,2011-7
Oman,2011-29,1,2011-7
Pakistan,2011-29,0,2011-7
Philippines,2011-29,27,2011-7
Qatar,2011-29,0,2011-7
Republic of Korea,2011-29,0,2011-7
Singapore,2011-29,6,2011-7
Sri Lanka,2011-29,7,2011-7
Syrian Arab Republic,2011-29,NA,2011-7
Thailand,2011-29,2,2011-7
Turkey,2011-29,0,2011-7
Viet Nam,2011-29,26,2011-7
Afghanistan,2011-30,0,2011-7
Armenia,2011-30,0,2011-7
Azerbaijan,2011-30,0,2011-7
Bahrain,2011-30,NA,2011-7
Bangladesh,2011-30,0,2011-7
Bhutan,2011-30,0,2011-7
Cambodia,2011-30,3,2011-7
China,2011-30,2,2011-7
Georgia,2011-30,0,2011-7
India,2011-30,3,2011-7
Indonesia,2011-30,0,2011-7
Iran (Islamic Republic of),2011-30,0,2011-7
Iraq,2011-30,0,2011-7
Israel,2011-30,NA,2011-7
Japan,2011-30,0,2011-7
Jordan,2011-30,0,2011-7
Kazakhstan,2011-30,0,2011-7
Kyrgyzstan,2011-30,NA,2011-7
Lao People's Democratic Republic,2011-30,0,2011-7
Malaysia,2011-30,0,2011-7
Mongolia,2011-30,0,2011-7
Nepal,2011-30,NA,2011-7
Oman,2011-30,0,2011-7
Pakistan,2011-30,0,2011-7
Philippines,2011-30,8,2011-7
Qatar,2011-30,0,2011-7
Republic of Korea,2011-30,0,2011-7
Singapore,2011-30,1,2011-7
Sri Lanka,2011-30,3,2011-7
Syrian Arab Republic,2011-30,NA,2011-7
Thailand,2011-30,2,2011-7
Turkey,2011-30,0,2011-7
Viet Nam,2011-30,20,2011-7
Afghanistan,2011-31,0,2011-8
Armenia,2011-31,0,2011-8
Azerbaijan,2011-31,NA,2011-8
Bahrain,2011-31,0,2011-8
Bangladesh,2011-31,0,2011-8
Bhutan,2011-31,0,2011-8
Cambodia,2011-31,9,2011-8
China,2011-31,1,2011-8
Georgia,2011-31,0,2011-8
India,2011-31,4,2011-8
Indonesia,2011-31,1,2011-8
Iran (Islamic Republic of),2011-31,0,2011-8
Iraq,2011-31,0,2011-8
Israel,2011-31,NA,2011-8
Japan,2011-31,0,2011-8
Jordan,2011-31,0,2011-8
Kazakhstan,2011-31,0,2011-8
Kyrgyzstan,2011-31,NA,2011-8
Lao People's Democratic Republic,2011-31,0,2011-8
Malaysia,2011-31,0,2011-8
Mongolia,2011-31,0,2011-8
Nepal,2011-31,NA,2011-8
Oman,2011-31,2,2011-8
Pakistan,2011-31,0,2011-8
Philippines,2011-31,27,2011-8
Qatar,2011-31,0,2011-8
Republic of Korea,2011-31,0,2011-8
Singapore,2011-31,2,2011-8
Sri Lanka,2011-31,0,2011-8
Syrian Arab Republic,2011-31,NA,2011-8
Thailand,2011-31,1,2011-8
Turkey,2011-31,0,2011-8
Viet Nam,2011-31,18,2011-8
Afghanistan,2011-32,0,2011-8
Armenia,2011-32,0,2011-8
Azerbaijan,2011-32,0,2011-8
Bahrain,2011-32,0,2011-8
Bangladesh,2011-32,2,2011-8
Bhutan,2011-32,0,2011-8
Cambodia,2011-32,7,2011-8
China,2011-32,5,2011-8
Georgia,2011-32,0,2011-8
India,2011-32,1,2011-8
Indonesia,2011-32,1,2011-8
Iran (Islamic Republic of),2011-32,0,2011-8
Iraq,2011-32,0,2011-8
Israel,2011-32,NA,2011-8
Japan,2011-32,1,2011-8
Jordan,2011-32,0,2011-8
Kazakhstan,2011-32,0,2011-8
Kyrgyzstan,2011-32,NA,2011-8
Lao People's Democratic Republic,2011-32,0,2011-8
Malaysia,2011-32,0,2011-8
Mongolia,2011-32,0,2011-8
Nepal,2011-32,NA,2011-8
Oman,2011-32,0,2011-8
Pakistan,2011-32,0,2011-8
Philippines,2011-32,27,2011-8
Qatar,2011-32,0,2011-8
Republic of Korea,2011-32,0,2011-8
Singapore,2011-32,1,2011-8
Sri Lanka,2011-32,2,2011-8
Syrian Arab Republic,2011-32,NA,2011-8
Thailand,2011-32,0,2011-8
Turkey,2011-32,0,2011-8
Viet Nam,2011-32,28,2011-8
Afghanistan,2011-33,0,2011-8
Armenia,2011-33,0,2011-8
Azerbaijan,2011-33,0,2011-8
Bahrain,2011-33,0,2011-8
Bangladesh,2011-33,2,2011-8
Bhutan,2011-33,0,2011-8
Cambodia,2011-33,8,2011-8
China,2011-33,2,2011-8
Georgia,2011-33,0,2011-8
India,2011-33,6,2011-8
Indonesia,2011-33,2,2011-8
Iran (Islamic Republic of),2011-33,0,2011-8
Iraq,2011-33,0,2011-8
Israel,2011-33,NA,2011-8
Japan,2011-33,1,2011-8
Jordan,2011-33,0,2011-8
Kazakhstan,2011-33,0,2011-8
Kyrgyzstan,2011-33,NA,2011-8
Lao People's Democratic Republic,2011-33,0,2011-8
Malaysia,2011-33,0,2011-8
Mongolia,2011-33,0,2011-8
Nepal,2011-33,NA,2011-8
Oman,2011-33,0,2011-8
Pakistan,2011-33,0,2011-8
Philippines,2011-33,44,2011-8
Qatar,2011-33,0,2011-8
Republic of Korea,2011-33,0,2011-8
Singapore,2011-33,0,2011-8
Sri Lanka,2011-33,0,2011-8
Syrian Arab Republic,2011-33,NA,2011-8
Thailand,2011-33,0,2011-8
Turkey,2011-33,0,2011-8
Viet Nam,2011-33,23,2011-8
Afghanistan,2011-34,0,2011-8
Armenia,2011-34,0,2011-8
Azerbaijan,2011-34,0,2011-8
Bahrain,2011-34,0,2011-8
Bangladesh,2011-34,0,2011-8
Bhutan,2011-34,0,2011-8
Cambodia,2011-34,8,2011-8
China,2011-34,0,2011-8
Georgia,2011-34,NA,2011-8
India,2011-34,4,2011-8
Indonesia,2011-34,0,2011-8
Iran (Islamic Republic of),2011-34,0,2011-8
Iraq,2011-34,0,2011-8
Israel,2011-34,NA,2011-8
Japan,2011-34,0,2011-8
Jordan,2011-34,NA,2011-8
Kazakhstan,2011-34,0,2011-8
Kyrgyzstan,2011-34,NA,2011-8
Lao People's Democratic Republic,2011-34,0,2011-8
Malaysia,2011-34,0,2011-8
Mongolia,2011-34,0,2011-8
Nepal,2011-34,NA,2011-8
Oman,2011-34,0,2011-8
Pakistan,2011-34,0,2011-8
Philippines,2011-34,27,2011-8
Qatar,2011-34,0,2011-8
Republic of Korea,2011-34,0,2011-8
Singapore,2011-34,3,2011-8
Sri Lanka,2011-34,0,2011-8
Syrian Arab Republic,2011-34,NA,2011-8
Thailand,2011-34,1,2011-8
Turkey,2011-34,0,2011-8
Viet Nam,2011-34,19,2011-8
Afghanistan,2011-35,0,2011-8
Armenia,2011-35,0,2011-8
Azerbaijan,2011-35,0,2011-8
Bahrain,2011-35,0,2011-8
Bangladesh,2011-35,0,2011-8
Bhutan,2011-35,0,2011-8
Cambodia,2011-35,21,2011-8
China,2011-35,3,2011-8
Georgia,2011-35,0,2011-8
India,2011-35,3,2011-8
Indonesia,2011-35,0,2011-8
Iran (Islamic Republic of),2011-35,0,2011-8
Iraq,2011-35,0,2011-8
Israel,2011-35,NA,2011-8
Japan,2011-35,0,2011-8
Jordan,2011-35,NA,2011-8
Kazakhstan,2011-35,0,2011-8
Kyrgyzstan,2011-35,NA,2011-8
Lao People's Democratic Republic,2011-35,0,2011-8
Malaysia,2011-35,0,2011-8
Mongolia,2011-35,0,2011-8
Nepal,2011-35,NA,2011-8
Oman,2011-35,0,2011-8
Pakistan,2011-35,0,2011-8
Philippines,2011-35,2,2011-8
Qatar,2011-35,0,2011-8
Republic of Korea,2011-35,0,2011-8
Singapore,2011-35,1,2011-8
Sri Lanka,2011-35,0,2011-8
Syrian Arab Republic,2011-35,NA,2011-8
Thailand,2011-35,0,2011-8
Turkey,2011-35,0,2011-8
Viet Nam,2011-35,31,2011-8
Afghanistan,2011-36,0,2011-9
Armenia,2011-36,0,2011-9
Azerbaijan,2011-36,0,2011-9
Bahrain,2011-36,0,2011-9
Bangladesh,2011-36,0,2011-9
Bhutan,2011-36,0,2011-9
Cambodia,2011-36,19,2011-9
China,2011-36,3,2011-9
Georgia,2011-36,0,2011-9
India,2011-36,1,2011-9
Indonesia,2011-36,0,2011-9
Iran (Islamic Republic of),2011-36,0,2011-9
Iraq,2011-36,0,2011-9
Israel,2011-36,NA,2011-9
Japan,2011-36,0,2011-9
Jordan,2011-36,0,2011-9
Kazakhstan,2011-36,0,2011-9
Kyrgyzstan,2011-36,NA,2011-9
Lao People's Democratic Republic,2011-36,0,2011-9
Malaysia,2011-36,0,2011-9
Mongolia,2011-36,0,2011-9
Nepal,2011-36,NA,2011-9
Oman,2011-36,0,2011-9
Pakistan,2011-36,0,2011-9
Philippines,2011-36,12,2011-9
Qatar,2011-36,2,2011-9
Republic of Korea,2011-36,0,2011-9
Singapore,2011-36,0,2011-9
Sri Lanka,2011-36,1,2011-9
Syrian Arab Republic,2011-36,NA,2011-9
Thailand,2011-36,0,2011-9
Turkey,2011-36,0,2011-9
Viet Nam,2011-36,21,2011-9
Afghanistan,2011-37,NA,2011-9
Armenia,2011-37,0,2011-9
Azerbaijan,2011-37,0,2011-9
Bahrain,2011-37,0,2011-9
Bangladesh,2011-37,0,2011-9
Bhutan,2011-37,0,2011-9
Cambodia,2011-37,5,2011-9
China,2011-37,3,2011-9
Georgia,2011-37,0,2011-9
India,2011-37,4,2011-9
Indonesia,2011-37,0,2011-9
Iran (Islamic Republic of),2011-37,0,2011-9
Iraq,2011-37,0,2011-9
Israel,2011-37,NA,2011-9
Japan,2011-37,0,2011-9
Jordan,2011-37,0,2011-9
Kazakhstan,2011-37,0,2011-9
Kyrgyzstan,2011-37,NA,2011-9
Lao People's Democratic Republic,2011-37,0,2011-9
Malaysia,2011-37,0,2011-9
Mongolia,2011-37,0,2011-9
Nepal,2011-37,NA,2011-9
Oman,2011-37,0,2011-9
Pakistan,2011-37,0,2011-9
Philippines,2011-37,3,2011-9
Qatar,2011-37,1,2011-9
Republic of Korea,2011-37,0,2011-9
Singapore,2011-37,1,2011-9
Sri Lanka,2011-37,1,2011-9
Syrian Arab Republic,2011-37,NA,2011-9
Thailand,2011-37,0,2011-9
Turkey,2011-37,0,2011-9
Viet Nam,2011-37,16,2011-9
Afghanistan,2011-38,NA,2011-9
Armenia,2011-38,0,2011-9
Azerbaijan,2011-38,0,2011-9
Bahrain,2011-38,0,2011-9
Bangladesh,2011-38,0,2011-9
Bhutan,2011-38,0,2011-9
Cambodia,2011-38,19,2011-9
China,2011-38,2,2011-9
Georgia,2011-38,0,2011-9
India,2011-38,0,2011-9
Indonesia,2011-38,0,2011-9
Iran (Islamic Republic of),2011-38,0,2011-9
Iraq,2011-38,0,2011-9
Israel,2011-38,NA,2011-9
Japan,2011-38,0,2011-9
Jordan,2011-38,0,2011-9
Kazakhstan,2011-38,0,2011-9
Kyrgyzstan,2011-38,NA,2011-9
Lao People's Democratic Republic,2011-38,0,2011-9
Malaysia,2011-38,0,2011-9
Mongolia,2011-38,0,2011-9
Nepal,2011-38,NA,2011-9
Oman,2011-38,0,2011-9
Pakistan,2011-38,0,2011-9
Philippines,2011-38,3,2011-9
Qatar,2011-38,0,2011-9
Republic of Korea,2011-38,0,2011-9
Singapore,2011-38,2,2011-9
Sri Lanka,2011-38,0,2011-9
Syrian Arab Republic,2011-38,NA,2011-9
Thailand,2011-38,1,2011-9
Turkey,2011-38,0,2011-9
Viet Nam,2011-38,23,2011-9
Afghanistan,2011-39,NA,2011-9
Armenia,2011-39,0,2011-9
Azerbaijan,2011-39,0,2011-9
Bahrain,2011-39,0,2011-9
Bangladesh,2011-39,0,2011-9
Bhutan,2011-39,0,2011-9
Cambodia,2011-39,24,2011-9
China,2011-39,1,2011-9
Georgia,2011-39,0,2011-9
India,2011-39,0,2011-9
Indonesia,2011-39,0,2011-9
Iran (Islamic Republic of),2011-39,0,2011-9
Iraq,2011-39,0,2011-9
Israel,2011-39,NA,2011-9
Japan,2011-39,0,2011-9
Jordan,2011-39,0,2011-9
Kazakhstan,2011-39,0,2011-9
Kyrgyzstan,2011-39,NA,2011-9
Lao People's Democratic Republic,2011-39,0,2011-9
Malaysia,2011-39,0,2011-9
Mongolia,2011-39,0,2011-9
Nepal,2011-39,NA,2011-9
Oman,2011-39,1,2011-9
Pakistan,2011-39,0,2011-9
Philippines,2011-39,0,2011-9
Qatar,2011-39,1,2011-9
Republic of Korea,2011-39,0,2011-9
Singapore,2011-39,0,2011-9
Sri Lanka,2011-39,1,2011-9
Syrian Arab Republic,2011-39,NA,2011-9
Thailand,2011-39,0,2011-9
Turkey,2011-39,0,2011-9
Viet Nam,2011-39,28,2011-9
Afghanistan,2011-40,NA,2011-10
Armenia,2011-40,0,2011-10
Azerbaijan,2011-40,0,2011-10
Bahrain,2011-40,0,2011-10
Bangladesh,2011-40,0,2011-10
Bhutan,2011-40,0,2011-10
Cambodia,2011-40,6,2011-10
China,2011-40,4,2011-10
Georgia,2011-40,0,2011-10
India,2011-40,0,2011-10
Indonesia,2011-40,0,2011-10
Iran (Islamic Republic of),2011-40,0,2011-10
Iraq,2011-40,0,2011-10
Israel,2011-40,NA,2011-10
Japan,2011-40,0,2011-10
Jordan,2011-40,0,2011-10
Kazakhstan,2011-40,0,2011-10
Kyrgyzstan,2011-40,0,2011-10
Lao People's Democratic Republic,2011-40,0,2011-10
Malaysia,2011-40,0,2011-10
Mongolia,2011-40,0,2011-10
Nepal,2011-40,NA,2011-10
Oman,2011-40,0,2011-10
Pakistan,2011-40,0,2011-10
Philippines,2011-40,6,2011-10
Qatar,2011-40,0,2011-10
Republic of Korea,2011-40,0,2011-10
Singapore,2011-40,1,2011-10
Sri Lanka,2011-40,0,2011-10
Syrian Arab Republic,2011-40,NA,2011-10
Thailand,2011-40,0,2011-10
Turkey,2011-40,0,2011-10
Viet Nam,2011-40,20,2011-10
Afghanistan,2011-41,NA,2011-10
Armenia,2011-41,0,2011-10
Azerbaijan,2011-41,0,2011-10
Bahrain,2011-41,0,2011-10
Bangladesh,2011-41,0,2011-10
Bhutan,2011-41,0,2011-10
Cambodia,2011-41,41,2011-10
China,2011-41,3,2011-10
Georgia,2011-41,0,2011-10
India,2011-41,0,2011-10
Indonesia,2011-41,0,2011-10
Iran (Islamic Republic of),2011-41,0,2011-10
Iraq,2011-41,0,2011-10
Israel,2011-41,NA,2011-10
Japan,2011-41,1,2011-10
Jordan,2011-41,0,2011-10
Kazakhstan,2011-41,0,2011-10
Kyrgyzstan,2011-41,0,2011-10
Lao People's Democratic Republic,2011-41,0,2011-10
Malaysia,2011-41,0,2011-10
Mongolia,2011-41,0,2011-10
Nepal,2011-41,0,2011-10
Oman,2011-41,0,2011-10
Pakistan,2011-41,0,2011-10
Philippines,2011-41,2,2011-10
Qatar,2011-41,0,2011-10
Republic of Korea,2011-41,0,2011-10
Singapore,2011-41,2,2011-10
Sri Lanka,2011-41,0,2011-10
Syrian Arab Republic,2011-41,NA,2011-10
Thailand,2011-41,0,2011-10
Turkey,2011-41,0,2011-10
Viet Nam,2011-41,19,2011-10
Afghanistan,2011-42,NA,2011-10
Armenia,2011-42,0,2011-10
Azerbaijan,2011-42,0,2011-10
Bahrain,2011-42,0,2011-10
Bangladesh,2011-42,0,2011-10
Bhutan,2011-42,0,2011-10
Cambodia,2011-42,41,2011-10
China,2011-42,2,2011-10
Georgia,2011-42,0,2011-10
India,2011-42,1,2011-10
Indonesia,2011-42,0,2011-10
Iran (Islamic Republic of),2011-42,0,2011-10
Iraq,2011-42,0,2011-10
Israel,2011-42,NA,2011-10
Japan,2011-42,1,2011-10
Jordan,2011-42,0,2011-10
Kazakhstan,2011-42,0,2011-10
Kyrgyzstan,2011-42,0,2011-10
Lao People's Democratic Republic,2011-42,0,2011-10
Malaysia,2011-42,0,2011-10
Mongolia,2011-42,0,2011-10
Nepal,2011-42,1,2011-10
Oman,2011-42,0,2011-10
Pakistan,2011-42,4,2011-10
Philippines,2011-42,6,2011-10
Qatar,2011-42,0,2011-10
Republic of Korea,2011-42,0,2011-10
Singapore,2011-42,0,2011-10
Sri Lanka,2011-42,0,2011-10
Syrian Arab Republic,2011-42,NA,2011-10
Thailand,2011-42,1,2011-10
Turkey,2011-42,0,2011-10
Viet Nam,2011-42,14,2011-10
Afghanistan,2011-43,NA,2011-10
Armenia,2011-43,0,2011-10
Azerbaijan,2011-43,0,2011-10
Bahrain,2011-43,0,2011-10
Bangladesh,2011-43,0,2011-10
Bhutan,2011-43,0,2011-10
Cambodia,2011-43,45,2011-10
China,2011-43,0,2011-10
Georgia,2011-43,0,2011-10
India,2011-43,0,2011-10
Indonesia,2011-43,1,2011-10
Iran (Islamic Republic of),2011-43,0,2011-10
Iraq,2011-43,0,2011-10
Israel,2011-43,NA,2011-10
Japan,2011-43,0,2011-10
Jordan,2011-43,0,2011-10
Kazakhstan,2011-43,NA,2011-10
Kyrgyzstan,2011-43,0,2011-10
Lao People's Democratic Republic,2011-43,0,2011-10
Malaysia,2011-43,0,2011-10
Mongolia,2011-43,0,2011-10
Nepal,2011-43,0,2011-10
Oman,2011-43,5,2011-10
Pakistan,2011-43,18,2011-10
Philippines,2011-43,0,2011-10
Qatar,2011-43,0,2011-10
Republic of Korea,2011-43,0,2011-10
Singapore,2011-43,0,2011-10
Sri Lanka,2011-43,0,2011-10
Syrian Arab Republic,2011-43,NA,2011-10
Thailand,2011-43,0,2011-10
Turkey,2011-43,0,2011-10
Viet Nam,2011-43,25,2011-10
Afghanistan,2011-44,NA,2011-10
Armenia,2011-44,0,2011-10
Azerbaijan,2011-44,NA,2011-10
Bahrain,2011-44,0,2011-10
Bangladesh,2011-44,0,2011-10
Bhutan,2011-44,0,2011-10
Cambodia,2011-44,35,2011-10
China,2011-44,3,2011-10
Georgia,2011-44,0,2011-10
India,2011-44,1,2011-10
Indonesia,2011-44,2,2011-10
Iran (Islamic Republic of),2011-44,1,2011-10
Iraq,2011-44,0,2011-10
Israel,2011-44,0,2011-10
Japan,2011-44,0,2011-10
Jordan,2011-44,0,2011-10
Kazakhstan,2011-44,NA,2011-10
Kyrgyzstan,2011-44,0,2011-10
Lao People's Democratic Republic,2011-44,0,2011-10
Malaysia,2011-44,0,2011-10
Mongolia,2011-44,0,2011-10
Nepal,2011-44,0,2011-10
Oman,2011-44,0,2011-10
Pakistan,2011-44,22,2011-10
Philippines,2011-44,0,2011-10
Qatar,2011-44,0,2011-10
Republic of Korea,2011-44,0,2011-10
Singapore,2011-44,0,2011-10
Sri Lanka,2011-44,0,2011-10
Syrian Arab Republic,2011-44,NA,2011-10
Thailand,2011-44,1,2011-10
Turkey,2011-44,0,2011-10
Viet Nam,2011-44,11,2011-10
Afghanistan,2011-45,NA,2011-11
Armenia,2011-45,0,2011-11
Azerbaijan,2011-45,0,2011-11
Bahrain,2011-45,0,2011-11
Bangladesh,2011-45,0,2011-11
Bhutan,2011-45,0,2011-11
Cambodia,2011-45,14,2011-11
China,2011-45,1,2011-11
Georgia,2011-45,0,2011-11
India,2011-45,0,2011-11
Indonesia,2011-45,3,2011-11
Iran (Islamic Republic of),2011-45,0,2011-11
Iraq,2011-45,0,2011-11
Israel,2011-45,0,2011-11
Japan,2011-45,0,2011-11
Jordan,2011-45,0,2011-11
Kazakhstan,2011-45,NA,2011-11
Kyrgyzstan,2011-45,0,2011-11
Lao People's Democratic Republic,2011-45,0,2011-11
Malaysia,2011-45,0,2011-11
Mongolia,2011-45,0,2011-11
Nepal,2011-45,NA,2011-11
Oman,2011-45,0,2011-11
Pakistan,2011-45,1,2011-11
Philippines,2011-45,2,2011-11
Qatar,2011-45,2,2011-11
Republic of Korea,2011-45,0,2011-11
Singapore,2011-45,1,2011-11
Sri Lanka,2011-45,0,2011-11
Syrian Arab Republic,2011-45,NA,2011-11
Thailand,2011-45,0,2011-11
Turkey,2011-45,0,2011-11
Viet Nam,2011-45,13,2011-11
Afghanistan,2011-46,NA,2011-11
Armenia,2011-46,0,2011-11
Azerbaijan,2011-46,0,2011-11
Bahrain,2011-46,0,2011-11
Bangladesh,2011-46,0,2011-11
Bhutan,2011-46,0,2011-11
Cambodia,2011-46,13,2011-11
China,2011-46,10,2011-11
Georgia,2011-46,0,2011-11
India,2011-46,0,2011-11
Indonesia,2011-46,3,2011-11
Iran (Islamic Republic of),2011-46,0,2011-11
Iraq,2011-46,0,2011-11
Israel,2011-46,0,2011-11
Japan,2011-46,0,2011-11
Jordan,2011-46,0,2011-11
Kazakhstan,2011-46,0,2011-11
Kyrgyzstan,2011-46,0,2011-11
Lao People's Democratic Republic,2011-46,0,2011-11
Malaysia,2011-46,0,2011-11
Mongolia,2011-46,0,2011-11
Nepal,2011-46,0,2011-11
Oman,2011-46,0,2011-11
Pakistan,2011-46,7,2011-11
Philippines,2011-46,0,2011-11
Qatar,2011-46,1,2011-11
Republic of Korea,2011-46,0,2011-11
Singapore,2011-46,1,2011-11
Sri Lanka,2011-46,0,2011-11
Syrian Arab Republic,2011-46,NA,2011-11
Thailand,2011-46,0,2011-11
Turkey,2011-46,0,2011-11
Viet Nam,2011-46,4,2011-11
Afghanistan,2011-47,NA,2011-11
Armenia,2011-47,0,2011-11
Azerbaijan,2011-47,0,2011-11
Bahrain,2011-47,0,2011-11
Bangladesh,2011-47,0,2011-11
Bhutan,2011-47,0,2011-11
Cambodia,2011-47,6,2011-11
China,2011-47,3,2011-11
Georgia,2011-47,NA,2011-11
India,2011-47,0,2011-11
Indonesia,2011-47,1,2011-11
Iran (Islamic Republic of),2011-47,0,2011-11
Iraq,2011-47,0,2011-11
Israel,2011-47,0,2011-11
Japan,2011-47,0,2011-11
Jordan,2011-47,0,2011-11
Kazakhstan,2011-47,NA,2011-11
Kyrgyzstan,2011-47,0,2011-11
Lao People's Democratic Republic,2011-47,0,2011-11
Malaysia,2011-47,0,2011-11
Mongolia,2011-47,0,2011-11
Nepal,2011-47,0,2011-11
Oman,2011-47,1,2011-11
Pakistan,2011-47,11,2011-11
Philippines,2011-47,3,2011-11
Qatar,2011-47,0,2011-11
Republic of Korea,2011-47,0,2011-11
Singapore,2011-47,2,2011-11
Sri Lanka,2011-47,0,2011-11
Syrian Arab Republic,2011-47,0,2011-11
Thailand,2011-47,0,2011-11
Turkey,2011-47,0,2011-11
Viet Nam,2011-47,5,2011-11
Afghanistan,2011-48,NA,2011-11
Armenia,2011-48,0,2011-11
Azerbaijan,2011-48,0,2011-11
Bahrain,2011-48,0,2011-11
Bangladesh,2011-48,0,2011-11
Bhutan,2011-48,NA,2011-11
Cambodia,2011-48,5,2011-11
China,2011-48,0,2011-11
Georgia,2011-48,0,2011-11
India,2011-48,0,2011-11
Indonesia,2011-48,3,2011-11
Iran (Islamic Republic of),2011-48,0,2011-11
Iraq,2011-48,0,2011-11
Israel,2011-48,0,2011-11
Japan,2011-48,0,2011-11
Jordan,2011-48,0,2011-11
Kazakhstan,2011-48,NA,2011-11
Kyrgyzstan,2011-48,0,2011-11
Lao People's Democratic Republic,2011-48,2,2011-11
Malaysia,2011-48,0,2011-11
Mongolia,2011-48,0,2011-11
Nepal,2011-48,0,2011-11
